"X","ID","C1_B1","C1_B2","C1_B5","C1_B10","C1_B11","C1_B12","C1_B13","C1_B14","C1_B15","C1_B16","C1_B17","C1_B18","C1_B19","C1_B20","C1_B21","C1_B22","C1_B23","C1_B24","C1_B25","C2_B1","C2_B2","C2_B5","C2_B10","C2_B11","C2_B12","C2_B13","C2_B14","C2_B15","C2_B16","C2_B17","C2_B18","C2_B19","C2_B20","C2_B21","C2_B22","C2_B23","C2_B24","C2_B25","C3_B1","C3_B2","C3_B5","C3_B10","C3_B11","C3_B12","C3_B13","C3_B14","C3_B15","C3_B16","C3_B17","C3_B18","C3_B19","C3_B20","C3_B21","C3_B22","C3_B23","C3_B24","C3_B25","C1_AG1","C1_AG2","C1_AG3","C1_AG4","C2_AG1","C2_AG2","C2_AG3","C2_AG4","C3_AG1","C3_AG2","C3_AG3","C3_AG4","FSM","C1_SConcern1","C1_SConcern2","C1_SConcern3","C1_SConcern4","C1_SConcern5","C1_SConcern6","C1_SConcern7","C1_SConcern8","C1_SConcern9","C1_SConcern10","C1_SConcern11","C1_SConcern12","C1_SConcern13","C1_SConcern14","C1_SConcern15","C1_SConcern16","C1_SConcern17","C1_SConcern18","C1_SConcern19","C1_SConcern20","C2_SConcern1","C2_SConcern2","C2_SConcern3","C2_SConcern4","C2_SConcern5","C2_SConcern6","C2_SConcern7","C2_SConcern8","C2_SConcern9","C2_SConcern10","C2_SConcern11","C2_SConcern12","C2_SConcern13","C2_SConcern14","C2_SConcern15","C2_SConcern16","C2_SConcern17","C2_SConcern18","C2_SConcern19","C2_SConcern20","C3_SConcern1","C3_SConcern2","C3_SConcern3","C3_SConcern4","C3_SConcern5","C3_SConcern6","C3_SConcern7","C3_SConcern8","C3_SConcern9","C3_SConcern10","C3_SConcern11","C3_SConcern12","C3_SConcern13","C3_SConcern14","C3_SConcern15","C3_SConcern16","C3_SConcern17","C3_SConcern18","C3_SConcern19","C3_SConcern20","C2_SL1","C2_SL2","C2_SL3","C2_SL4","C2_SL5","C3_SL1","C3_SL2","C3_SL3","C3_SL4","C3_SL5","C1_LT1","C1_LT2","C1_LT3","C1_LT4","C1_LT5","C1_LT6","C1_LT7","C1_LT8","C1_LT9","C1_LT10","C2_LT1","C2_LT2","C2_LT3","C2_LT4","C2_LT5","C2_LT6","C2_LT7","C2_LT8","C2_LT9","C2_LT10","C3_LT1","C3_LT2","C3_LT3","C3_LT4","C3_LT5","C3_LT6","C3_LT7","C3_LT8","C3_LT9","C3_LT10","C1_L1","C1_L2","C1_L3","C1_L4","C1_L5","C1_L6","C1_L7","C1_L8","C1_L9","C1_L10","C1_L11","C1_L12","C1_L13","C1_L14","C1_L15","C2_L1","C2_L2","C2_L6","C2_L7","C2_L11","C2_L14","C2_L15","C3_L1","C3_L2","C3_L6","C3_L7","C3_L11","C3_L14","C3_L15","KS2MathstestNUM","KS2EnglishtestNUM","Y7EnglishNC","Y7MathsNC"
663,3126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sort of true","Not true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Sort of true","Certainly true","Not true","Not true","Sort of true","Certainly true","Not true","Not true","Sort of true","Sort of true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes","Often","Sometimes","Sometimes",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","7","2","4","9","7","4","Not at all worried","Not at all worried","8","3","2","3","6","7","5","5","9","9","I get extremely worried about it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","NO!!","no","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","NO!!","Yes","NO!!","Yes","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes true","Hardly ever true","Not true at all","True most of the time","Not true at all","Not true at all","Sometimes true",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA
664,3127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sort of true","Certainly true","Certainly true","Sort of true","Certainly true","Sort of true","Certainly true","Sort of true","Certainly true","Certainly true","Certainly true","Sort of true","Sort of true","Certainly true","Not true","Sort of true","Not true","Sort of true","Sort of true",NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes","Sometimes","Never","Never","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all worried","I get extremely worried about it","Not at all worried","Not at all worried","I get extremely worried about it","Not at all worried","Not at all worried","Not at all worried","Not at all worried","5","Not at all worried","Not at all worried","2","I get extremely worried about it","Not at all worried","Not at all worried","Not at all worried","I get extremely worried about it","I get extremely worried about it","8",NA,NA,NA,NA,NA,"YES!!","NO!!","no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","yes","no","no","YES!!","YES!!","yes","YES!!","NO!!","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not true at all","Not true at all","Not true at all","Not true at all","Sometimes true","Not true at all","Not true at all","4",NA,NA,NA
665,3128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Certainly true","Not true","Not true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Sort of true","Not true","Not true","Certainly true","Sort of true","Not true","Certainly true","Not true","Not true","Sort of true","Certainly true","Not true","Not true","Not true","Sort of true",NA,NA,NA,NA,"Sometimes","Often","Often","Often","Often","Often","Often","Sometimes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","2","2","2","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","2",NA,"Not at all worried","Not at all worried","Not at all worried",NA,"Not at all worried","Not at all worried","Not at all worried",NA,"Not at all worried","2","4",NA,"Not at all worried","Not at all worried","Not at all worried",NA,"Not at all worried","YES!!","NO!!","NO!!","YES!!","NO!!","YES!!","NO!!","no","YES!!","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","Yes","Yes","yes","no","no","no","yes","yes","yes","NO!!","YES!!","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always true","Not true at all","Not true at all","Always true","Not true at all","Always true","Always true","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Always true","4",NA,NA,NA
666,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sort of true","Sort of true","Not true","Sort of true","Sort of true","Not true","Not true",NA,NA,NA,"Certainly true","Certainly true","Not true",NA,"Sort of true",NA,NA,"Sort of true","Sort of true",NA,NA,NA,NA,NA,NA,NA,NA,"Often","Often","Always","Always","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","6","2","4","8","7","2","3","2","3","2","2","2","7","3","3","3","9","3","7",NA,NA,NA,NA,NA,"yes","NO!!","NO!!","YES!!","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES!!","NO!!","YES!!","NO!!","YES!!","no","YES!!","NO!!","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","True most of the time","3",NA,"4c","3c"
667,4002,"Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Certainly true","Not true","Sort of true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Certainly true","Not true","Sort of true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Certainly true","Not true","Sort of true","Not true","Certainly true","Often","Always","Always","Always","Often","Always","Sometimes","Sometimes","Often","Often","Often","Sometimes","No","2","2","Not at all worried","2","Not at all worried","Not at all worried","5","Not at all worried","3","4","4","Not at all worried","2","2","5","Not at all worried","4","2","2","5","2","2","4","Not at all worried","3","2","5","Not at all worried","2","3","3","Not at all worried","4","2","4","Not at all worried","2","3","3","Not at all worried","2","2","Not at all worried","Not at all worried","2","Not at all worried","2","2","2","Not at all worried","3","2","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","YES!!","NO!!","NO!!","YES!!","NO!!","YES!!","NO!!","no","yes","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","YES!!","YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","No","YES!!","YES!!","yes","NO!!","yes","NO!!","YES!!","no","YES!!","NO!!","yes","yes","Always true","Not true at all","Always true","Not true at all","Always true","Not true at all","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Not true at all","Not true at all","Always true","True most of the time","True most of the time","Not true at all","Not true at all","Not true at all","Not true at all","True most of the time","True most of the time","Not true at all","Not true at all","True most of the time","Not true at all","Not true at all","True most of the time","5",NA,"5a","5b"
668,4003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Not true","Not true","Not true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Not true","Not true","Certainly true",NA,NA,NA,NA,"Always","Always","Always","Always","Always","Always","Always","Always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","3","Not at all worried","Not at all worried","2","Not at all worried","5","Not at all worried","Not at all worried","3","9","Not at all worried","Not at all worried","3","Not at all worried","Not at all worried","9","3","8","9","2","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","YES!!","NO!!","NO!!","YES!!","NO!!","YES!!","NO!!","no","no","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","YES!!","YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True most of the time","Not true at all","Always true","Always true","Not true at all","Not true at all","True most of the time","True most of the time","Not true at all","Not true at all","Always true","Not true at all","Not true at all","True most of the time",NA,NA,"5c","6c"
669,4004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Sort of true","Sort of true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Sort of true","Not true","Not true","Sort of true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Sort of true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true",NA,"Not true","Certainly true",NA,NA,NA,NA,"Sometimes","Always","Always","Often","Often","Often","Often","Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","8","Not at all worried","Not at all worried","3","Not at all worried","2","Not at all worried","Not at all worried","3","Not at all worried","Not at all worried","Not at all worried","Not at all worried","4","Not at all worried","6","4","8","4","3","4","3","Not at all worried","5","2","Not at all worried","2","Not at all worried","Not at all worried","3","Not at all worried","2","Not at all worried","2","2","3","3","6","4","YES!!","no","NO!!","yes","NO!!","YES!!","NO!!","NO!!","yes","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","No","Yes","No","YES!!","NO!!","Yes","YES!!","yes","no","yes","no","yes","no","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always true","Hardly ever true","Hardly ever true","Always true","Hardly ever true","Hardly ever true","Always true","True most of the time","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Always true",NA,NA,"6c","4b"
670,4005,"Certainly true","Sort of true","Certainly true","Certainly true","Not true","Not true","Not true","Sort of true","Sort of true","Sort of true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Not true","Not true","Sort of true","Certainly true","Certainly true","Sort of true","Certainly true","Certainly true","Not true","Not true","Sort of true","Certainly true","Certainly true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Not true","Not true","Not true","Certainly true","Certainly true","Certainly true","Certainly true","Sort of true","Certainly true","Not true","Sort of true","Certainly true","Sort of true","Certainly true","Not true","Not true","Not true","Sort of true","Not true","Not true","Not true","Not true","Sometimes","Often","Always","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Often","Often","Seldom","No","4","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","6","2","5","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","3","Not at all worried","Not at all worried","5","3","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","5","Not at all worried","3","2","5","Not at all worried","Not at all worried","5","Not at all worried","Not at all worried","Not at all worried","5","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","8","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","yes","no","yes","NO!!","no","yes","yes","yes","NO!!","no","Yes","No","NO!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","Yes","No","NO!!","Yes","No","No","YES!!","YES!!","NO!!","YES!!","Yes","yes","yes","no","no","no","yes","yes","NO!!","YES!!","no","True most of the time","Not true at all","Always true","Not true at all","Sometimes true","Not true at all","Always true","Hardly ever true","Not true at all","True most of the time","Hardly ever true","Hardly ever true","Not true at all","Not true at all","True most of the time","True most of the time","Hardly ever true","Not true at all","Always true","Sometimes true","Not true at all","Sometimes true","Sometimes true","Sometimes true","Hardly ever true","Hardly ever true","True most of the time","Not true at all","True most of the time","4",NA,"5b","6c"
671,4006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Not true","Not true","Sort of true","Certainly true","Not true","Not true","Sort of true","Sort of true","Not true","Not true","Not true","Not true","Sort of true","Not true","Not true","Sort of true","Certainly true","Not true","Not true","Sort of true","Not true","Not true","Certainly true","Sort of true","Not true","Not true","Sort of true","Not true","Not true","Sort of true","Certainly true",NA,NA,NA,NA,"Often","Often","Often","Sometimes","Sometimes","Often","Sometimes","Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all worried","6","3","2","5","Not at all worried","2","Not at all worried","Not at all worried","2","2","Not at all worried","2","Not at all worried","3","Not at all worried","4","5","9","3","Not at all worried","3","Not at all worried","2","4","Not at all worried","3","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","3","Not at all worried","3","Not at all worried","3","4","6","Not at all worried","yes","NO!!","NO!!","YES!!","NO!!","YES!!","NO!!","no","yes","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NO!!","Yes","NO!!","YES!!","NO!!","NO!!","NO!!","Yes","YES!!","yes","no","yes","NO!!","YES!!","yes","YES!!","no","YES!!","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True most of the time","Not true at all","Not true at all","True most of the time","Not true at all","Not true at all","True most of the time","True most of the time","Not true at all","Not true at all","Not true at all","Not true at all","Not true at all","Not true at all",NA,NA,"5a","4c"
672,4007,"Certainly true","Not true","Sort of true","Not true","Certainly true","Not true","Not true","Sort of true","Sort of true","Certainly true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Not true","Not true","Certainly true","Certainly true","Sort of true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Sort of true","Sort of true","Certainly true","Sort of true","Not true","Certainly true","Sort of true","Not true","Not true","Not true","Not true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Sort of true","Sort of true","Sort of true","Not true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Not true","Not true","Certainly true","Sometimes","Often","Always","Always","Often","Often","Often","Seldom","Sometimes","Always","Always","Always","No","Not at all worried","Not at all worried","Not at all worried","Not at all worried","5","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","5","Not at all worried","Not at all worried","Not at all worried","3","Not at all worried","Not at all worried","3","2","3","Not at all worried","2","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","3","Not at all worried","Not at all worried","2","3","Not at all worried","Not at all worried","3","3","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","3","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","4","Not at all worried","YES!!","NO!!","no","no","no","YES!!","NO!!","no","yes","NO!!","Yes","No","Yes","No","YES!!","No","YES!!","NO!!","Yes","Yes","Yes","No","Yes","No","Yes","No","YES!!","No","Yes","Yes","NO!!","YES!!","no","NO!!","no","YES!!","YES!!","no","yes","yes","Sometimes true","Not true at all","True most of the time","Sometimes true","Hardly ever true","Not true at all","Always true","Hardly ever true","Not true at all","Sometimes true","Not true at all","Not true at all","Not true at all","Not true at all","Hardly ever true","True most of the time","Not true at all","Not true at all","Always true","Not true at all","Not true at all","True most of the time","True most of the time","Not true at all","Not true at all","Always true","Sometimes true","Not true at all","Sometimes true","4",NA,"4b","3a"
673,4008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Sort of true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Not true","Sort of true","Sort of true","Certainly true","Sort of true","Not true","Sort of true","Certainly true","Not true","Not true","Certainly true","Not true","Sort of true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Not true","Sort of true","Certainly true",NA,NA,NA,NA,"Sometimes","Often","Sometimes","Sometimes","Often","Often","Often","Always",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","2","3","2","5","5","4","3","2","2","2","5","5","4","Not at all worried","6","Not at all worried","8","4","2","3","Not at all worried","Not at all worried","Not at all worried","3","6","Not at all worried","2","Not at all worried","6","5","3","5","6","Not at all worried","4","Not at all worried","6","Not at all worried","YES!!","NO!!","NO!!","yes","NO!!","YES!!","NO!!","no","YES!!","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NO!!","Yes","NO!!",NA,"NO!!","YES!!","NO!!","Yes","Yes","YES!!","NO!!","YES!!","NO!!","yes","no","YES!!","NO!!","YES!!","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always true","Not true at all","Not true at all","Not true at all","Not true at all","Not true at all","Always true","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","True most of the time",NA,NA,"5c","5c"
674,4009,"Certainly true","Not true","Sort of true","Not true","Certainly true","Not true","Sort of true","Certainly true","Not true","Sort of true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Sort of true","Certainly true","Sort of true","Certainly true","Not true","Not true","Not true","Certainly true","Sort of true","Not true","Sort of true","Not true","Sort of true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Sort of true","Sort of true","Sort of true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Certainly true","Certainly true","Sort of true","Not true","Certainly true","Certainly true","Not true","Sort of true","Sort of true","Sort of true","Seldom","Never","Sometimes","Sometimes","Seldom","Seldom","Seldom","Seldom","Seldom","Seldom","Often","Seldom","Yes","3","8","Not at all worried","Not at all worried","7","Not at all worried","6","Not at all worried","6","3","2","Not at all worried","2","2","4","Not at all worried","8","5","I get extremely worried about it","6","3","3","Not at all worried","Not at all worried","6","Not at all worried","4","Not at all worried","4","2","Not at all worried","Not at all worried","4","Not at all worried","Not at all worried","Not at all worried","Not at all worried","3","6","2","3","5","Not at all worried","Not at all worried","3","Not at all worried","3","Not at all worried","7","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","yes","NO!!","no","YES!!","NO!!","YES!!","NO!!","no","YES!!","NO!!","Yes","No","Yes","No","Yes","No","Yes","NO!!","No","Yes","Yes","NO!!","Yes","NO!!","YES!!","NO!!","Yes","No","Yes","Yes","yes","yes","yes","yes","no","yes","yes","no","yes","yes","Always true","Not true at all","Sometimes true","Not true at all","Always true","Not true at all","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Not true at all","Not true at all","Always true","True most of the time","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Sometimes true","True most of the time","Not true at all","Not true at all","Always true","Not true at all","Not true at all","True most of the time","5",NA,"6b","6c"
675,4010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Sort of true","Not true","Sort of true","Sort of true","Not true","Not true","Sort of true","Sort of true","Sort of true","Sort of true","Not true","Not true","Sort of true","Sort of true","Not true","Not true","Sort of true","Sort of true","Sort of true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Sort of true","Certainly true","Not true","Not true","Sort of true","Sort of true","Not true","Sort of true","Sort of true","Sort of true",NA,NA,NA,NA,"Sometimes","Sometimes","Sometimes","Sometimes","Often","Sometimes","Sometimes","Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Not at all worried","Not at all worried","Not at all worried","5","Not at all worried","3","Not at all worried","2","Not at all worried","3","Not at all worried","Not at all worried","Not at all worried","3","Not at all worried","3","Not at all worried","9","7","6","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","4","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","4","Not at all worried","2","3","yes","no","no","no","no","yes","no","no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","No","Yes","No","Yes","No","Yes","Yes",NA,"no",NA,"no","yes",NA,NA,"no","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes true","Hardly ever true","Hardly ever true","True most of the time","Hardly ever true","Hardly ever true","True most of the time","True most of the time","Hardly ever true","Hardly ever true","True most of the time","Not true at all","Not true at all","True most of the time",NA,NA,"5a","6a"
676,4011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sort of true","Sort of true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Sort of true","Not true","Not true","Not true","Sort of true","Sort of true","Not true","Sort of true","Sort of true","Sort of true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Often","Often","Often","Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","9","4","5","8","2","I get extremely worried about it","2","7","4","3","4","5","3","7","7","2","Not at all worried","I get extremely worried about it","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES!!","NO!!","no","YES!!","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","No",NA,"Yes","Yes","Yes","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True most of the time","Not true at all","Not true at all","Always true","True most of the time","Not true at all","Sometimes true",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5c","5a"
